step,wall_time,mean_speed,mean_nnd,global_polarity,flock_radius,mean_reward
447,43.084,0.74786,0.69298,0.98451,2.96455,0.75366
448,43.162,0.74775,0.69009,0.98443,2.95908,0.75083
449,43.24,0.74755,0.69236,0.98449,2.95314,0.749
450,43.322,0.74702,0.69952,0.98462,2.94584,0.74528
451,43.4,0.74616,0.70284,0.98422,2.93907,0.74253
452,43.478,0.74538,0.69955,0.98402,2.93074,0.73926
453,43.562,0.74628,0.7022,0.98374,2.92189,0.73913
454,43.661,0.74652,0.70321,0.98405,2.9133,0.73763
455,43.755,0.74777,0.70573,0.98391,2.90414,0.73629
456,43.849,0.74732,0.71457,0.98389,2.89489,0.73462
457,43.942,0.74698,0.72877,0.9839,2.88491,0.73131
458,44.032,0.74558,0.72736,0.98379,2.87453,0.73039
459,44.115,0.74339,0.71483,0.98391,2.86551,0.7307
460,44.199,0.74439,0.70947,0.98413,2.85812,0.7297
461,44.296,0.74599,0.71302,0.98421,2.85094,0.72756
462,44.392,0.74719,0.71147,0.98456,2.84399,0.72843
463,44.485,0.74836,0.69757,0.98448,2.83643,0.72913
464,44.577,0.74943,0.68968,0.98473,2.82896,0.72991
465,44.672,0.74983,0.6915,0.98492,2.82113,0.73003
466,44.749,0.75262,0.69203,0.9854,2.81293,0.72998
467,44.83,0.75288,0.69141,0.98578,2.80524,0.73058
468,44.907,0.75535,0.68631,0.98639,2.79711,0.73082
469,44.989,0.7571,0.67859,0.98682,2.78891,0.73039
470,45.084,0.75877,0.67509,0.98712,2.78146,0.72985
471,45.18,0.7599,0.67821,0.98738,2.77237,0.72959
472,45.257,0.7611,0.68242,0.98735,2.76242,0.72801
473,45.374,0.76054,0.67509,0.98766,2.75243,0.72845
474,45.468,0.76117,0.66641,0.98809,2.74405,0.72849
475,45.567,0.76201,0.65531,0.98869,2.73627,0.72789
476,45.661,0.76198,0.64878,0.98918,2.7283,0.72837
477,45.756,0.7624,0.64195,0.98933,2.71998,0.72741
478,45.85,0.76169,0.63448,0.98946,2.71034,0.72662
479,45.937,0.76069,0.6347,0.98947,2.70007,0.72435
480,46.017,0.76048,0.63693,0.98997,2.69072,0.72357
481,46.096,0.75874,0.63396,0.99051,2.68169,0.72309
482,46.177,0.75842,0.61996,0.99052,2.67172,0.71824
483,46.254,0.75796,0.61396,0.99071,2.66206,0.7164
484,46.335,0.75774,0.61753,0.99089,2.65148,0.71472
485,46.414,0.75813,0.62731,0.99116,2.64058,0.71299
486,46.492,0.75714,0.62995,0.99125,2.62847,0.71158
487,46.572,0.75526,0.63591,0.99138,2.6146,0.71054
488,46.675,0.75217,0.64584,0.99139,2.59944,0.7101
489,46.768,0.75056,0.64883,0.99149,2.58354,0.70971
490,46.863,0.74794,0.65309,0.99147,2.56569,0.70898
491,46.95,0.74532,0.65863,0.9914,2.54619,0.70841
492,47.031,0.74095,0.66137,0.99157,2.52647,0.70862
493,47.111,0.73589,0.66126,0.99161,2.50573,0.70876
494,47.187,0.73054,0.65613,0.9916,2.48412,0.70924
495,47.273,0.72641,0.65276,0.99129,2.46122,0.70977
496,47.364,0.72035,0.65693,0.99107,2.4382,0.71143
497,47.442,0.71561,0.65745,0.99087,2.41341,0.7128
498,47.521,0.70831,0.65374,0.99065,2.38799,0.71538
499,47.623,0.70131,0.65093,0.9904,2.3622,0.7187
500,47.731,0.6959,0.64567,0.99016,2.33702,0.72138
501,47.82,0.69019,0.65229,0.99014,2.31362,0.72374
502,47.901,0.68564,0.65834,0.98984,2.29189,0.7252
503,48.025,0.68163,0.655,0.98983,2.2703,0.72662
504,48.131,0.67806,0.64965,0.98909,2.25153,0.7278
505,48.221,0.675,0.64252,0.98893,2.23271,0.72927
506,48.299,0.67082,0.63617,0.98864,2.2155,0.73004
507,48.421,0.66776,0.62893,0.98832,2.1979,0.72989
508,48.525,0.66417,0.62548,0.98773,2.1814,0.73123
509,48.615,0.66157,0.62215,0.98781,2.16582,0.7314
510,48.715,0.66003,0.61069,0.9876,2.15023,0.73059
511,48.849,0.65792,0.59481,0.98772,2.13799,0.73162
512,48.931,0.655,0.58801,0.9876,2.12572,0.73264
513,49.011,0.65229,0.58873,0.98746,2.1144,0.73253
514,49.088,0.65004,0.58533,0.98757,2.10408,0.73494
515,49.168,0.64826,0.57447,0.98784,2.09702,0.73631
516,49.249,0.64643,0.56813,0.98824,2.09084,0.73866
517,49.348,0.6437,0.56062,0.98813,2.08591,0.74192
518,49.442,0.64025,0.5681,0.98816,2.08177,0.74511
519,49.539,0.63751,0.58095,0.98828,2.07909,0.74882
520,49.633,0.63707,0.57864,0.98815,2.07847,0.75215
521,49.729,0.635,0.56981,0.98854,2.07838,0.75657
522,49.824,0.63489,0.56102,0.98886,2.07949,0.76059
523,49.922,0.63306,0.55791,0.98865,2.08179,0.76413
524,50.016,0.63295,0.56633,0.98911,2.08583,0.76714
525,50.11,0.63305,0.56435,0.98941,2.09034,0.76783
526,50.202,0.63347,0.5642,0.98961,2.09535,0.76643
527,50.297,0.63638,0.56759,0.98942,2.10022,0.765
528,50.388,0.63821,0.57125,0.98964,2.10632,0.76428
529,50.471,0.64101,0.56845,0.99007,2.11278,0.76335
530,50.567,0.64328,0.56267,0.99028,2.11906,0.76237
531,50.669,0.64529,0.55888,0.99058,2.12489,0.7617
532,50.763,0.64799,0.56066,0.99026,2.13116,0.76071
533,50.858,0.65009,0.55541,0.9906,2.13619,0.76029
534,50.943,0.6527,0.5572,0.99092,2.14072,0.75953
535,51.038,0.65572,0.56163,0.99133,2.14418,0.75913
536,51.132,0.65859,0.56471,0.99163,2.14837,0.75785
537,51.248,0.66242,0.56772,0.99174,2.15236,0.75546
538,51.345,0.66477,0.57117,0.99157,2.15636,0.75382
539,51.429,0.66879,0.57771,0.99168,2.16061,0.75206
540,51.521,0.67186,0.5832,0.99198,2.16579,0.75067
541,51.601,0.67531,0.58766,0.99215,2.17071,0.74935
542,51.68,0.67822,0.59449,0.99233,2.17639,0.7479
543,51.76,0.68043,0.59444,0.99231,2.18358,0.74635
544,51.84,0.68355,0.59145,0.99241,2.19173,0.74468
545,51.918,0.68743,0.59272,0.99244,2.2013,0.74306
546,51.997,0.69123,0.59327,0.99258,2.21067,0.74111
547,52.076,0.69664,0.59548,0.99272,2.22042,0.73893
548,52.152,0.70165,0.59334,0.99295,2.23003,0.73646
549,52.232,0.70541,0.58579,0.99298,2.23807,0.73418
550,52.311,0.71032,0.57966,0.99309,2.24709,0.73028
551,52.391,0.71475,0.57812,0.99323,2.2566,0.7277
552,52.469,0.719,0.58359,0.99331,2.26651,0.72531
553,52.569,0.72474,0.5896,0.99335,2.27691,0.7225
554,52.68,0.72909,0.58922,0.99359,2.28712,0.72188
555,52.767,0.73461,0.58844,0.99388,2.29653,0.7181
556,52.848,0.7383,0.5944,0.99408,2.3056,0.71574
557,52.928,0.74402,0.59916,0.99433,2.31464,0.71311
558,53.051,0.74984,0.59858,0.99439,2.32336,0.71066
559,53.154,0.75437,0.59603,0.99469,2.33127,0.71059
560,53.243,0.76086,0.59903,0.99498,2.33977,0.70789
561,53.323,0.76626,0.60311,0.99523,2.34792,0.70631
562,53.447,0.77223,0.60582,0.99539,2.35507,0.70517
563,53.554,0.77482,0.60173,0.99546,2.36268,0.70469
564,53.644,0.77788,0.60228,0.99567,2.36992,0.70399
565,53.735,0.78214,0.6104,0.99557,2.377,0.70312
566,53.817,0.78672,0.61994,0.99577,2.38166,0.70241
567,53.909,0.78925,0.62305,0.9958,2.38635,0.70227
568,53.99,0.79156,0.62096,0.99568,2.3911,0.70133
569,54.086,0.79461,0.61864,0.99576,2.39453,0.70053
570,54.18,0.79583,0.62107,0.99577,2.39662,0.70197
571,54.275,0.79817,0.62566,0.99594,2.39704,0.70335
572,54.353,0.80216,0.62491,0.99597,2.39701,0.70349
573,54.504,0.80338,0.62045,0.99607,2.39584,0.70438
574,54.627,0.80423,0.61124,0.99608,2.39352,0.70548
